scrape_date,departure_from,destination,travel_date,airline_name,stoppage,booking_before_days,duration_mins,ticket_price_bdt
01/30/25,DAC,SIN,03/04/25,IndiGo,1,33,585,36667
01/30/25,DAC,SIN,03/04/25,IndiGo,1,33,785,37261
01/30/25,DAC,SIN,03/04/25,THAI,1,33,400,55574
01/30/25,DAC,SIN,03/04/25,Biman,0,33,255,59417
01/30/25,DAC,SIN,03/05/25,IndiGo,1,34,1075,36667
01/30/25,DAC,SIN,03/05/25,IndiGo,1,34,785,37261
01/30/25,DAC,SIN,03/05/25,IndiGo,1,34,585,37494
01/30/25,DAC,SIN,03/05/25,Biman,0,34,255,57617
01/30/25,DAC,SIN,03/06/25,IndiGo,1,35,585,36667
01/30/25,DAC,SIN,03/06/25,IndiGo,1,35,785,37261
01/30/25,DAC,SIN,03/06/25,THAI,1,35,400,55574
01/30/25,DAC,SIN,03/06/25,Biman,0,35,255,57617
01/30/25,DAC,SIN,03/07/25,IndiGo,1,36,585,36667
01/30/25,DAC,SIN,03/07/25,IndiGo,1,36,785,37737
01/30/25,DAC,SIN,03/07/25,THAI,1,36,435,55574
01/30/25,DAC,SIN,03/07/25,Biman,0,36,255,57617
01/30/25,DAC,SIN,03/08/25,IndiGo,1,37,585,36667
01/30/25,DAC,SIN,03/08/25,IndiGo,1,37,785,37261
01/30/25,DAC,SIN,03/08/25,THAI,1,37,400,55574
01/30/25,DAC,SIN,03/08/25,Biman,0,37,255,57617
01/30/25,DAC,SIN,03/09/25,IndiGo,1,38,1075,36667
01/30/25,DAC,SIN,03/09/25,IndiGo,1,38,785,37261
01/30/25,DAC,SIN,03/09/25,IndiGo,1,38,585,39502
01/30/25,DAC,SIN,03/09/25,Biman,0,38,255,57617
01/30/25,DAC,SIN,03/10/25,IndiGo,1,39,585,36667
01/30/25,DAC,SIN,03/10/25,IndiGo,1,39,785,37261
01/30/25,DAC,SIN,03/10/25,Biman,0,39,255,57617
01/30/25,DAC,SIN,03/11/25,IndiGo,1,40,585,36667
01/30/25,DAC,SIN,03/11/25,IndiGo,1,40,785,37261
01/30/25,DAC,SIN,03/11/25,Singapore Airlines,0,40,245,56563
01/30/25,DAC,SIN,03/11/25,Biman,0,40,255,57617
01/30/25,DAC,SIN,03/12/25,IndiGo,1,41,585,36667
01/30/25,DAC,SIN,03/12/25,IndiGo,1,41,785,37737
01/30/25,DAC,SIN,03/12/25,Biman,0,41,255,57617
01/30/25,DAC,SIN,03/13/25,IndiGo,1,42,585,36667
01/30/25,DAC,SIN,03/13/25,IndiGo,1,42,785,37737
01/30/25,DAC,SIN,03/13/25,THAI,1,42,400,55574
01/30/25,DAC,SIN,03/13/25,Biman,0,42,255,57617
01/30/25,DAC,SIN,03/14/25,IndiGo,1,43,585,37494
01/30/25,DAC,SIN,03/14/25,IndiGo,1,43,785,37737
01/30/25,DAC,SIN,03/14/25,Biman,0,43,255,57617
01/30/25,DAC,SIN,03/15/25,IndiGo,1,44,785,37737
01/30/25,DAC,SIN,03/15/25,IndiGo,1,44,585,38439
01/30/25,DAC,SIN,03/15/25,Biman,0,44,255,57617
01/30/25,DAC,SIN,03/16/25,IndiGo,1,45,1075,36667
01/30/25,DAC,SIN,03/16/25,IndiGo,1,45,785,37737
01/30/25,DAC,SIN,03/16/25,IndiGo,1,45,585,39502
01/30/25,DAC,SIN,03/16/25,Biman,0,45,255,59417
01/30/25,DAC,SIN,03/17/25,IndiGo,1,46,585,36667
01/30/25,DAC,SIN,03/17/25,IndiGo,1,46,785,37737
01/30/25,DAC,SIN,03/17/25,Biman,0,46,255,57617
01/30/25,DAC,SIN,03/18/25,IndiGo,1,47,1075,36667
01/30/25,DAC,SIN,03/18/25,IndiGo,1,47,585,37494
01/30/25,DAC,SIN,03/18/25,IndiGo,1,47,785,37737
01/30/25,DAC,SIN,03/18/25,THAI,1,47,400,55574
01/30/25,DAC,SIN,03/18/25,Biman,0,47,255,59417
01/30/25,DAC,SIN,03/19/25,IndiGo,1,48,1075,36667
01/30/25,DAC,SIN,03/19/25,IndiGo,1,48,585,37494
01/30/25,DAC,SIN,03/19/25,IndiGo,1,48,785,37737
01/30/25,DAC,SIN,03/19/25,THAI,1,48,435,55574
01/30/25,DAC,SIN,03/19/25,Biman,0,48,255,59417
01/30/25,DAC,SIN,03/20/25,IndiGo,1,49,585,36667
01/30/25,DAC,SIN,03/20/25,IndiGo,1,49,785,37737
01/30/25,DAC,SIN,03/20/25,THAI,1,49,435,55574
01/30/25,DAC,SIN,03/20/25,Biman,0,49,255,57617
01/30/25,DAC,SIN,03/21/25,IndiGo,1,50,1075,37494
01/30/25,DAC,SIN,03/21/25,IndiGo,1,50,785,37737
01/30/25,DAC,SIN,03/21/25,IndiGo,1,50,585,38439
01/30/25,DAC,SIN,03/21/25,Biman,0,50,255,59417
01/30/25,DAC,SIN,03/22/25,IndiGo,1,51,785,37737
01/30/25,DAC,SIN,03/22/25,IndiGo,1,51,585,40542
01/30/25,DAC,SIN,03/22/25,Biman,0,51,255,59417
01/30/25,DAC,SIN,03/23/25,IndiGo,1,52,1075,36667
01/30/25,DAC,SIN,03/23/25,IndiGo,1,52,785,37737
01/30/25,DAC,SIN,03/23/25,IndiGo,1,52,585,39502
01/30/25,DAC,SIN,03/23/25,Biman,0,52,255,59417
01/30/25,DAC,SIN,03/24/25,IndiGo,1,53,785,37737
01/30/25,DAC,SIN,03/24/25,IndiGo,1,53,585,41185
01/30/25,DAC,SIN,03/24/25,Biman,0,53,255,57617
01/30/25,DAC,SIN,03/25/25,IndiGo,1,54,585,36667
01/30/25,DAC,SIN,03/25/25,IndiGo,1,54,785,37737
01/30/25,DAC,SIN,03/25/25,THAI,1,54,400,55574
01/30/25,DAC,SIN,03/26/25,IndiGo,1,55,585,37362
01/30/25,DAC,SIN,03/26/25,IndiGo,1,55,785,37737
01/30/25,DAC,SIN,03/26/25,THAI,1,55,400,55574
01/30/25,DAC,SIN,03/26/25,Biman,0,55,255,59417
01/30/25,DAC,SIN,03/27/25,IndiGo,1,56,585,36667
01/30/25,DAC,SIN,03/27/25,IndiGo,1,56,785,37737
01/30/25,DAC,SIN,03/27/25,THAI,1,56,400,55574
01/30/25,DAC,SIN,03/27/25,Biman,0,56,255,57617
01/30/25,DAC,SIN,03/27/25,Singapore Airlines,0,56,245,64242
01/30/25,DAC,SIN,03/28/25,IndiGo,1,57,585,38897
01/30/25,DAC,SIN,03/28/25,IndiGo,1,57,785,39967
01/30/25,DAC,SIN,03/28/25,THAI,1,57,400,55574
01/30/25,DAC,SIN,03/28/25,Biman,0,57,255,59417
01/30/25,DAC,SIN,03/29/25,IndiGo,1,58,585,38897
01/30/25,DAC,SIN,03/29/25,THAI,1,58,400,55574
01/30/25,DAC,SIN,03/29/25,Biman,0,58,255,57617
01/30/25,DAC,SIN,03/30/25,THAI,1,59,390,55574
01/30/25,DAC,SIN,03/30/25,Biman,0,59,255,57617
01/30/25,DAC,SIN,03/31/25,China Southern,1,60,675,53942
01/30/25,DAC,SIN,03/31/25,Biman,0,60,255,57617
01/30/25,DAC,SIN,03/31/25,Malaysia Airlines,1,60,370,60514
01/30/25,DAC,SIN,03/31/25,THAI,1,60,390,61933
01/30/25,DAC,SIN,04/01/25,China Southern,1,61,675,53942
01/30/25,DAC,SIN,04/01/25,Malaysia Airlines,1,61,370,60514
01/30/25,DAC,SIN,04/01/25,Biman,0,61,255,61817
01/30/25,DAC,SIN,04/01/25,THAI,1,61,390,61933
01/30/25,DAC,SIN,04/02/25,Biman,0,62,255,59417
01/30/25,DAC,SIN,04/02/25,Singapore Airlines,0,62,0,64242
01/30/25,DAC,SIN,04/03/25,Biman,0,63,255,59417
01/30/25,DAC,SIN,04/03/25,Malaysia Airlines,1,63,370,60514
01/30/25,DAC,SIN,04/03/25,THAI,1,63,390,61933
01/30/25,DAC,SIN,04/04/25,China Southern,1,64,675,53942
01/30/25,DAC,SIN,04/04/25,Biman,0,64,255,59442
01/30/25,DAC,SIN,04/04/25,THAI,1,64,390,61960
01/30/25,DAC,SIN,04/04/25,Malaysia Airlines,1,64,370,62346
01/30/25,DAC,SIN,04/05/25,China Southern,1,65,675,53942
01/30/25,DAC,SIN,04/05/25,Biman,0,65,255,59442
01/30/25,DAC,SIN,04/05/25,THAI,1,65,390,61960
01/30/25,DAC,SIN,04/05/25,Malaysia Airlines,1,65,370,62346
01/30/25,DAC,SIN,04/06/25,China Southern,1,66,675,53942
01/30/25,DAC,SIN,04/06/25,Biman,0,66,255,59417
01/30/25,DAC,SIN,04/06/25,THAI,1,66,390,61933
01/30/25,DAC,SIN,04/06/25,Malaysia Airlines,1,66,370,62313
01/30/25,DAC,SIN,04/07/25,THAI,1,67,585,55574
01/30/25,DAC,SIN,04/07/25,Biman,0,67,255,59417
01/30/25,DAC,SIN,04/08/25,THAI,1,68,390,55574
01/30/25,DAC,SIN,04/08/25,THAI,1,68,415,55574
01/30/25,DAC,SIN,04/08/25,Biman,0,68,255,59417
01/30/25,DAC,SIN,04/08/25,Malaysia Airlines,1,68,370,62313
01/30/25,DAC,SIN,04/09/25,THAI,1,69,390,55574
01/30/25,DAC,SIN,04/09/25,Singapore Airlines,0,69,0,56563
01/30/25,DAC,SIN,04/09/25,Biman,0,69,255,59417
01/30/25,DAC,SIN,04/10/25,THAI,1,70,390,55574
01/30/25,DAC,SIN,04/10/25,Biman,0,70,255,59417
01/30/25,DAC,SIN,04/10/25,Singapore Airlines,0,70,0,61722
01/30/25,DAC,SIN,04/11/25,THAI,1,71,585,55574
01/30/25,DAC,SIN,04/11/25,Singapore Airlines,0,71,0,56563
01/30/25,DAC,SIN,04/11/25,Biman,0,71,255,57617
01/30/25,DAC,SIN,04/12/25,Biman,0,72,255,59417
01/30/25,DAC,SIN,04/12/25,Singapore Airlines,0,72,0,61722
01/30/25,DAC,SIN,04/13/25,Singapore Airlines,0,73,0,56563
01/30/25,DAC,SIN,04/13/25,Biman,0,73,255,59417
01/30/25,DAC,SIN,04/14/25,Singapore Airlines,0,74,0,56563
01/30/25,DAC,SIN,04/14/25,Biman,0,74,255,59417
01/30/25,DAC,SIN,04/15/25,THAI,1,75,415,55574
01/30/25,DAC,SIN,04/15/25,Singapore Airlines,0,75,0,56563
01/30/25,DAC,SIN,04/15/25,Biman,0,75,255,59417
01/30/25,DAC,SIN,04/16/25,Singapore Airlines,0,76,0,56563
01/30/25,DAC,SIN,04/16/25,Biman,0,76,255,57617
01/30/25,DAC,SIN,04/17/25,THAI,1,77,390,55574
01/30/25,DAC,SIN,04/17/25,Singapore Airlines,0,77,0,56563
01/30/25,DAC,SIN,04/17/25,Biman,0,77,255,57617
01/30/25,DAC,SIN,04/18/25,THAI,1,78,390,55574
01/30/25,DAC,SIN,04/18/25,Singapore Airlines,0,78,0,56563
01/30/25,DAC,SIN,04/18/25,Biman,0,78,255,57617
01/30/25,DAC,SIN,04/19/25,Biman,0,79,255,57617
01/30/25,DAC,SIN,04/19/25,Singapore Airlines,0,79,0,61722
01/30/25,DAC,SIN,04/20/25,Biman,0,80,255,57617
01/30/25,DAC,SIN,04/20/25,Malaysia Airlines,1,80,595,60514
01/30/25,DAC,SIN,04/20/25,Singapore Airlines,0,80,0,61722
01/30/25,DAC,SIN,04/20/25,THAI,1,80,390,61933
01/30/25,DAC,SIN,04/21/25,Singapore Airlines,0,81,0,56563
01/30/25,DAC,SIN,04/21/25,Biman,0,81,255,57617
01/30/25,DAC,SIN,04/22/25,THAI,1,82,390,55574
01/30/25,DAC,SIN,04/22/25,Singapore Airlines,0,82,0,56563
01/30/25,DAC,SIN,04/22/25,Biman,0,82,255,59417
01/30/25,DAC,SIN,04/23/25,Singapore Airlines,0,83,0,56563
01/30/25,DAC,SIN,04/23/25,Biman,0,83,255,57617
01/30/25,DAC,SIN,04/24/25,THAI,1,84,390,55574
01/30/25,DAC,SIN,04/24/25,Singapore Airlines,0,84,0,56563
01/30/25,DAC,SIN,04/24/25,Biman,0,84,255,59417
01/30/25,DAC,SIN,04/25/25,THAI,1,85,585,55574
01/30/25,DAC,SIN,04/25/25,Biman,0,85,255,57617
01/30/25,DAC,SIN,04/26/25,THAI,1,86,390,55574
01/30/25,DAC,SIN,04/26/25,Biman,0,86,255,57617
01/30/25,DAC,SIN,04/27/25,THAI,1,87,390,55574
01/30/25,DAC,SIN,04/27/25,Biman,0,87,255,57617
01/30/25,DAC,SIN,04/27/25,Singapore Airlines,0,87,0,61722
01/30/25,DAC,SIN,04/28/25,Singapore Airlines,0,88,0,56563
01/30/25,DAC,SIN,04/28/25,Biman,0,88,255,57617
01/30/25,DAC,SIN,04/29/25,THAI,1,89,390,55574
01/30/25,DAC,SIN,04/29/25,Biman,0,89,255,57617
01/30/25,DAC,SIN,04/29/25,Singapore Airlines,0,89,0,61722
01/30/25,DAC,SIN,04/30/25,THAI,1,90,390,55574
01/30/25,DAC,SIN,04/30/25,Biman,0,90,255,59417
